positivas/greygato31.png 1 0 0 150 150
positivas/greygato23.png 1 0 0 150 150
positivas/greygato38.png 1 0 0 150 150
positivas/greygato7.png 1 0 0 150 150
positivas/greygato67.png 1 0 0 150 150
positivas/greygato59.png 1 0 0 150 150
positivas/greygato25.png 1 0 0 150 150
positivas/greygato33.png 1 0 0 150 150
positivas/greygato21.png 1 0 0 150 150
positivas/greygato43.png 1 0 0 150 150
positivas/greygato19.png 1 0 0 150 150
positivas/greygato71.png 1 0 0 150 150
positivas/greygato77.png 1 0 0 150 150
positivas/greygato36.png 1 0 0 150 150
positivas/greygato57.png 1 0 0 150 150
positivas/greygato39.png 1 0 0 150 150
positivas/greygato75.png 1 0 0 150 150
positivas/greygato9.png 1 0 0 150 150
positivas/greygato41.png 1 0 0 150 150
positivas/greygato69.png 1 0 0 150 150
positivas/greygato11.png 1 0 0 150 150
positivas/greygato61.png 1 0 0 150 150
positivas/greygato27.png 1 0 0 150 150
positivas/greygato45.png 1 0 0 150 150
positivas/greygato17.png 1 0 0 150 150
